ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	COGID	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	COGNATES
665	Greek	good	34	kalos	k a l o s	199	1 7 5 7 3	AXBYN	KALUS	9	9.K.C 9.A.V 9.L.C 9.U.V 9.S.c	2.0 1.5 1.75 1.3 0.8	0	561
666	Armenian	good	34	lɑv	l ɑ v	202	5 7 3	AXN	LAB	1	1.L.C 1.A.V 1.B.c	2.0 1.5 0.8	0	553
667	Romanian	good	34	bun	b u n	200	1 7 4	AXN	PYN	16	16.P.C 16.Y.V 16.N.c	2.0 1.5 0.8	0	559
668	Russian	good	34	xɐroʃɨj	x ɐ r o ʃ ɨ j	201	3 7 5 7 3 7 6	AXBYBYN	GERUSIJ	17	17.G.C 17.E.V 17.R.C 17.U.V 17.S.C 17.I.V 17.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	569
669	Polish	good	34	dɔbrɨ	d ɔ b r ɨ	204	1 7 1 5 7	AXBCZ	TUPRI	14	14.T.C 14.U.V 14.P.C 14.R.C 14.I.V	2.0 1.5 1.75 1.5 0.8	0	554
670	Norwegian	good	34	guː	g uː	205	1 7	AX	KY	13	13.K.C 13.Y.V	2.0 1.5	0	556
671	French	good	34	bɔ̃	b ɔ̃	200	1 7	AX	PU	7	7.P.C 7.U.V	2.0 1.5	0	559
672	Czech	good	34	dobriː	d o b r iː	204	1 7 1 5 7	AXBCZ	TUPRI	3	3.T.C 3.U.V 3.P.C 3.R.C 3.I.V	2.0 1.5 1.75 1.5 0.8	0	554
673	Icelandic	good	34	kouːðʏr	k ouː ð ʏ r	205	1 7 3 7 5	AXBYN	KUDYR	11	11.K.C 11.U.V 11.D.C 11.Y.V 11.R.c	2.0 1.5 1.75 1.3 0.8	0	556
674	Italian	good	34	bwɔno	b w ɔ n o	200	1 6 7 4 7	ACXBZ	PWUNU	12	12.P.C 12.W.C 12.U.V 12.N.C 12.U.V	2.0 1.5 1.5 1.75 0.8	0	559
675	Hindi	good	34	əʧʧʰaː	ə ʧːʰ aː	203	7 2 7	XBZ	ECA	10	10.E.V 10.C.C 10.A.V	1.5 1.75 0.8	0	562
676	Portuguese	good	34	bõ	b õ	200	1 7	AX	PU	15	15.P.C 15.U.V	2.0 1.5	0	559
677	Dutch	green	35	xruːn	x r uː n	209	3 5 7 4	ACXN	GRYN	5	5.G.C 5.R.C 5.Y.V 5.N.c	2.0 1.5 1.5 0.8	0	573
678	Swedish	green	35	grøːn	g r øː n	209	1 5 7 4	ACXN	KRUN	19	19.K.C 19.R.C 19.U.V 19.N.c	2.0 1.5 1.5 0.8	0	573
679	English	green	35	ɡriːn	ɡ r iː n	209	1 5 7 4	ACXN	KRIN	6	6.K.C 6.R.C 6.I.V 6.N.c	2.0 1.5 1.5 0.8	0	573
680	German	green	35	ɡryːn	ɡ r yː n	209	1 5 7 4	ACXN	KRYN	8	8.K.C 8.R.C 8.Y.V 8.N.c	2.0 1.5 1.5 0.8	0	573
681	Spanish	green	35	beɾðe	b e ɾ ð e	208	1 7 5 3 7	AXMBZ	PERDE	18	18.P.C 18.E.V 18.R.c 18.D.C 18.E.V	2.0 1.5 1.1 1.75 0.8	0	576
682	Danish	green	35	gʁɶnˀ	g ʁ ɶ nˀ	209	1 5 7 4	ACXN	KRUN	4	4.K.C 4.R.C 4.U.V 4.N.c	2.0 1.5 1.5 0.8	0	573
683	Bulgarian	green	35	zɛlɛn	z ɛ l ɛ n	207	3 7 5 7 4	AXBYN	SELEN	2	2.S.C 2.E.V 2.L.C 2.E.V 2.N.c	2.0 1.5 1.75 1.3 0.8	0	571
684	Greek	green	35	prasinos	p r a s i n o s	210	1 5 7 3 7 4 7 3	ACXBYBYN	PRASINUS	9	9.P.C 9.R.C 9.A.V 9.S.C 9.I.V 9.N.C 9.U.V 9.S.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	0	578
685	Armenian	green	35	kɑnɑʧʰ	k ɑ n ɑ ʧʰ	-206	1 7 4 7 2	AXBYN	KANAC	1	1.K.C 1.A.V 1.N.C 1.A.V 1.C.c	2.0 1.5 1.75 1.3 0.8	0	570
686	Romanian	green	35	verde	v e r d e	208	3 7 5 1 7	AXMBZ	BERTE	16	16.B.C 16.E.V 16.R.c 16.T.C 16.E.V	2.0 1.5 1.1 1.75 0.8	0	576
687	Russian	green	35	zʲɪlʲonɨj	zʲ ɪ lʲ o n ɨ j	207	3 7 5 7 4 7 6	AXBYBYN	SILUNIJ	17	17.S.C 17.I.V 17.L.C 17.U.V 17.N.C 17.I.V 17.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	571
688	Polish	green	35	ʑɛlɔnɨ	ʑ ɛ l ɔ n ɨ	207	3 7 5 7 4 7	AXBYBZ	SELUNI	14	14.S.C 14.E.V 14.L.C 14.U.V 14.N.C 14.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	571
689	Norwegian	green	35	gɾœn	g ɾ œ n	209	1 5 7 4	ACXN	KRUN	13	13.K.C 13.R.C 13.U.V 13.N.c	2.0 1.5 1.5 0.8	0	573
690	French	green	35	vɛʁ	v ɛ ʁ	208	3 7 5	AXN	BER	7	7.B.C 7.E.V 7.R.c	2.0 1.5 0.8	0	576
691	Czech	green	35	zɛlɛniː	z ɛ l ɛ n iː	207	3 7 5 7 4 7	AXBYBZ	SELENI	3	3.S.C 3.E.V 3.L.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	571
692	Icelandic	green	35	krait͡n	k r ai t͡n	209	1 5 7 1	ACXN	KRAT	11	11.K.C 11.R.C 11.A.V 11.T.c	2.0 1.5 1.5 0.8	0	573
693	Italian	green	35	verde	v e r d e	208	3 7 5 1 7	AXMBZ	BERTE	12	12.B.C 12.E.V 12.R.c 12.T.C 12.E.V	2.0 1.5 1.1 1.75 0.8	0	576
694	Hindi	green	35	ɦəraː	ɦ ə r aː	207	3 7 5 7	AXBZ	HERA	10	10.H.C 10.E.V 10.R.C 10.A.V	2.0 1.5 1.75 0.8	0	579
695	Portuguese	green	35	verdə	v e r d ə	208	3 7 5 1 7	AXMBZ	BERTE	15	15.B.C 15.E.V 15.R.c 15.T.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	576
696	Dutch	hair	36	haːr	h aː r	217	3 7 5	AXN	HAR	5	5.H.C 5.A.V 5.R.c	2.0 1.5 0.8	0	584
697	Swedish	hair	36	hoːr	h oː r	217	3 7 5	AXN	HUR	19	19.H.C 19.U.V 19.R.c	2.0 1.5 0.8	0	584
698	English	hair	36	hɛər	h ɛə r	217	3 7 5	AXN	HER	6	6.H.C 6.E.V 6.R.c	2.0 1.5 0.8	0	584
699	German	hair	36	haːr	h aː r	217	3 7 5	AXN	HAR	8	8.H.C 8.A.V 8.R.c	2.0 1.5 0.8	0	584
700	Spanish	hair	36	kaβeʎo	k a β e ʎ o	216	1 7 3 7 5 7	AXBYBZ	KABELU	18	18.K.C 18.A.V 18.B.C 18.E.V 18.L.C 18.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	591
701	Danish	hair	36	hɒˀ	h ɒˀ	217	3 7	AX	HO	4	4.H.C 4.O.V	2.0 1.5	0	584
702	Bulgarian	hair	36	kɔsəm	k ɔ s ə m	215	1 7 3 7 4	AXBYN	KUSEM	2	2.K.C 2.U.V 2.S.C 2.E.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0	581
703	Greek	hair	36	trixa	t r i x a	214	1 5 7 3 7	ACXBZ	TRIGA	9	9.T.C 9.R.C 9.I.V 9.G.C 9.A.V	2.0 1.5 1.5 1.75 0.8	0	588
704	Armenian	hair	36	mɑz	m ɑ z	-211	4 7 3	AXN	MAS	1	1.M.C 1.A.V 1.S.c	2.0 1.5 0.8	0	580
705	Romanian	hair	36	pər	p ə r	213	1 7 5	AXN	PER	16	16.P.C 16.E.V 16.R.c	2.0 1.5 0.8	0	589
706	Russian	hair	36	voləsɨ	v o l ə s ɨ	212	3 7 5 7 3 7	AXBYBZ	BULESI	17	17.B.C 17.U.V 17.L.C 17.E.V 17.S.C 17.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	582
707	Polish	hair	36	vwɔsɨ	v w ɔ s ɨ	212	3 6 7 3 7	ACXBZ	BWUSI	14	14.B.C 14.W.C 14.U.V 14.S.C 14.I.V	2.0 1.5 1.5 1.75 0.8	0	582
708	Norwegian	hair	36	hoːɾ	h oː ɾ	217	3 7 5	AXN	HUR	13	13.H.C 13.U.V 13.R.c	2.0 1.5 0.8	0	584
709	French	hair	36	ʃəvø	ʃ ə v ø	216	3 7 3 7	AXBZ	SEBU	7	7.S.C 7.E.V 7.B.C 7.U.V	2.0 1.5 1.75 0.8	0	586
710	Czech	hair	36	vlasɪ	v l a s ɪ	212	3 5 7 3 7	ACXBZ	BLASI	3	3.B.C 3.L.C 3.A.V 3.S.C 3.I.V	2.0 1.5 1.5 1.75 0.8	0	582
711	Icelandic	hair	36	hauːr	h auː r	217	3 7 5	AXN	HAR	11	11.H.C 11.A.V 11.R.c	2.0 1.5 0.8	0	584
712	Italian	hair	36	kapello	k a p e lː o	216	1 7 1 7 5 7	AXBYBZ	KAPELU	12	12.K.C 12.A.V 12.P.C 12.E.V 12.L.C 12.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	591
713	Hindi	hair	36	baːl	b aː l	212	1 7 5	AXN	PAL	10	10.P.C 10.A.V 10.L.c	2.0 1.5 0.8	0	589
714	Portuguese	hair	36	kɐbelu	k ɐ b e l u	216	1 7 1 7 5 7	AXBYBZ	KEPELY	15	15.K.C 15.E.V 15.P.C 15.E.V 15.L.C 15.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	0	591
715	Dutch	hand	37	hɑnt	h ɑ n t	218	3 7 4 1	AXLN	HANT	5	5.H.C 5.A.V 5.N.c 5.T.c	2.0 1.5 1.1 0.8	0	595
716	Swedish	hand	37	hanːd	h a nː d	218	3 7 4 1	AXLN	HANT	19	19.H.C 19.A.V 19.N.c 19.T.c	2.0 1.5 1.1 0.8	0	595
717	English	hand	37	hænd	h æ n d	218	3 7 4 1	AXLN	HENT	6	6.H.C 6.E.V 6.N.c 6.T.c	2.0 1.5 1.1 0.8	0	595
718	German	hand	37	hant	h a n t	218	3 7 4 1	AXLN	HANT	8	8.H.C 8.A.V 8.N.c 8.T.c	2.0 1.5 1.1 0.8	0	595
719	Spanish	hand	37	mano	m a n o	221	4 7 4 7	AXBZ	MANU	18	18.M.C 18.A.V 18.N.C 18.U.V	2.0 1.5 1.75 0.8	0	598
720	Danish	hand	37	hʌnˀ	h ʌ nˀ	218	3 7 4	AXN	HEN	4	4.H.C 4.E.V 4.N.c	2.0 1.5 0.8	0	595
721	Bulgarian	hand	37	rəka	r ə k a	220	5 7 1 7	AXBZ	REKA	2	2.R.C 2.E.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	0	593
722	Greek	hand	37	çeri	ç e r i	219	3 7 5 7	AXBZ	SERI	9	9.S.C 9.E.V 9.R.C 9.I.V	2.0 1.5 1.75 0.8	0	600
723	Armenian	hand	37	ʣɛrkʰ	ʣ ɛ r kʰ	219	2 7 5 1	AXLN	CERK	1	1.C.C 1.E.V 1.R.c 1.K.c	2.0 1.5 1.1 0.8	0	592
724	Romanian	hand	37	mɨnə	m ɨ n ə	221	4 7 4 7	AXBZ	MINE	16	16.M.C 16.I.V 16.N.C 16.E.V	2.0 1.5 1.75 0.8	0	598
725	Russian	hand	37	ruka	r u k a	220	5 7 1 7	AXBZ	RYKA	17	17.R.C 17.Y.V 17.K.C 17.A.V	2.0 1.5 1.75 0.8	0	593
726	Polish	hand	37	rɛ̃ka	r ɛ̃ k a	220	5 7 1 7	AXBZ	REKA	14	14.R.C 14.E.V 14.K.C 14.A.V	2.0 1.5 1.75 0.8	0	593
727	Norwegian	hand	37	hɔn	h ɔ n	-218	3 7 4	AXN	HUN	13	13.H.C 13.U.V 13.N.c	2.0 1.5 0.8	0	595
728	French	hand	37	mɛ̃	m ɛ̃	221	4 7	AX	ME	7	7.M.C 7.E.V	2.0 1.5	0	598
729	Czech	hand	37	rʊka	r ʊ k a	220	5 7 1 7	AXBZ	RYKA	3	3.R.C 3.Y.V 3.K.C 3.A.V	2.0 1.5 1.75 0.8	0	593
730	Icelandic	hand	37	hœnt	h œ n t	218	3 7 4 1	AXLN	HUNT	11	11.H.C 11.U.V 11.N.c 11.T.c	2.0 1.5 1.1 0.8	0	595
731	Italian	hand	37	mano	m a n o	221	4 7 4 7	AXBZ	MANU	12	12.M.C 12.A.V 12.N.C 12.U.V	2.0 1.5 1.75 0.8	0	598
732	Hindi	hand	37	haːtʰ	h aː tʰ	219	3 7 1	AXN	HAT	10	10.H.C 10.A.V 10.T.c	2.0 1.5 0.8	0	601
733	Portuguese	hand	37	mɐ̃w	m ɐ̃ w	221	4 7 6	AXN	MEW	15	15.M.C 15.E.V 15.W.c	2.0 1.5 0.8	0	598
734	Dutch	head	38	hoːft	h oː f t	223	3 7 3 1	AXLN	HUBT	5	5.H.C 5.U.V 5.B.c 5.T.c	2.0 1.5 1.1 0.8	0	605
735	Swedish	head	38	huːvud	h uː v u d	223	3 7 3 7 1	AXBYN	HYBYT	19	19.H.C 19.Y.V 19.B.C 19.Y.V 19.T.c	2.0 1.5 1.75 1.3 0.8	0	605
736	English	head	38	hɛd	h ɛ d	223	3 7 1	AXN	HET	6	6.H.C 6.E.V 6.T.c	2.0 1.5 0.8	0	605
737	German	head	38	kɔp͡f	k ɔ p͡f	-224	1 7 2	AXN	KUB	8	8.K.C 8.U.V 8.B.c	2.0 1.5 0.8	0	609
738	Spanish	head	38	kaβeθa	k a β e θ a	227	1 7 3 7 3 7	AXBYBZ	KABEDA	18	18.K.C 18.A.V 18.B.C 18.E.V 18.D.C 18.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	616
739	Danish	head	38	hoːəð	h oːə ð	223	3 7 3	AXN	HUD	4	4.H.C 4.U.V 4.D.c	2.0 1.5 0.8	0	605
740	Bulgarian	head	38	ɡləva	ɡ l ə v a	228	1 5 7 3 7	ACXBZ	KLEBA	2	2.K.C 2.L.C 2.E.V 2.B.C 2.A.V	2.0 1.5 1.5 1.75 0.8	0	603
741	Greek	head	38	cefali	c e f a l i	225	1 7 3 7 5 7	AXBYBZ	CEBALI	9	9.C.C 9.E.V 9.B.C 9.A.V 9.L.C 9.I.V	2.0 1.5 1.75 1.3 1.75 0.8	0	610
742	Armenian	head	38	gəluχ	g ə l u χ	228	1 7 5 7 3	AXBYN	KELYG	1	1.K.C 1.E.V 1.L.C 1.Y.V 1.G.c	2.0 1.5 1.75 1.3 0.8	0	602
743	Romanian	head	38	kap	k a p	227	1 7 1	AXN	KAP	16	16.K.C 16.A.V 16.P.c	2.0 1.5 0.8	0	617
744	Russian	head	38	ɡəlɐva	ɡ ə l ɐ v a	228	1 7 5 7 3 7	AXBYBZ	KELEBA	17	17.K.C 17.E.V 17.L.C 17.E.V 17.B.C 17.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	603
745	Polish	head	38	ɡwɔva	ɡ w ɔ v a	228	1 6 7 3 7	ACXBZ	KWUBA	14	14.K.C 14.W.C 14.U.V 14.B.C 14.A.V	2.0 1.5 1.5 1.75 0.8	0	603
746	Norwegian	head	38	huːdə	h uː d ə	223	3 7 1 7	AXBZ	HYTE	13	13.H.C 13.Y.V 13.T.C 13.E.V	2.0 1.5 1.75 0.8	0	605
747	French	head	38	tɛt	t ɛ t	222	1 7 1	AXN	TET	7	7.T.C 7.E.V 7.T.c	2.0 1.5 0.8	0	608
748	Czech	head	38	ɦlava	ɦ l a v a	228	3 5 7 3 7	ACXBZ	HLABA	3	3.H.C 3.L.C 3.A.V 3.B.C 3.A.V	2.0 1.5 1.5 1.75 0.8	0	603
749	Icelandic	head	38	hœvʏð	h œ v ʏ ð	223	3 7 3 7 3	AXBYN	HUBYD	11	11.H.C 11.U.V 11.B.C 11.Y.V 11.D.c	2.0 1.5 1.75 1.3 0.8	0	605
750	Italian	head	38	tɛsta	t ɛ s t a	222	1 7 3 1 7	AXMBZ	TESTA	12	12.T.C 12.E.V 12.S.c 12.T.C 12.A.V	2.0 1.5 1.1 1.75 0.8	0	613
751	Hindi	head	38	sər	s ə r	226	3 7 5	AXN	SER	10	10.S.C 10.E.V 10.R.c	2.0 1.5 0.8	0	611
752	Portuguese	head	38	kɐbesɐ	k ɐ b e s ɐ	227	1 7 1 7 3 7	AXBYBZ	KEPESE	15	15.K.C 15.E.V 15.P.C 15.E.V 15.S.C 15.E.V	2.0 1.5 1.75 1.3 1.75 0.8	0	616
753	Dutch	hear (V)	39	hoːrə	h oː r ə	230	3 7 5 7	AXBZ	HURE	5	5.H.C 5.U.V 5.R.C 5.E.V	2.0 1.5 1.75 0.8	0	621
754	Swedish	hear (V)	39	høːra	h øː r a	230	3 7 5 7	AXBZ	HURA	19	19.H.C 19.U.V 19.R.C 19.A.V	2.0 1.5 1.75 0.8	0	621
755	English	hear (V)	39	hɪər	h ɪə r	230	3 7 5	AXN	HIR	6	6.H.C 6.I.V 6.R.c	2.0 1.5 0.8	0	621
756	German	hear (V)	39	høːrən	h øː r ə n	230	3 7 5 7 4	AXBYN	HUREN	8	8.H.C 8.U.V 8.R.C 8.E.V 8.N.c	2.0 1.5 1.75 1.3 0.8	0	621
757	Spanish	hear (V)	39	o.ir	o i r	229	7 7 5	XYN	UIR	18	18.U.V 18.I.V 18.R.c	1.5 1.3 0.8	0	632
758	Danish	hear (V)	39	høːʌ	h øːʌ	230	3 7	AX	HU	4	4.H.C 4.U.V	2.0 1.5	0	621
759	Bulgarian	hear (V)	39	ʧuvəm	ʧ u v ə m	230	2 7 3 7 4	AXBYN	CYBEM	2	2.C.C 2.Y.V 2.B.C 2.E.V 2.M.c	2.0 1.5 1.75 1.3 0.8	0	619
760	Greek	hear (V)	39	akuo	a k uo	230	7 1 7	XBZ	AKY	9	9.A.V 9.K.C 9.Y.V	1.5 1.75 0.8	0	626
761	Armenian	hear (V)	39	ləsɛl	l ə s ɛ l	231	5 7 3 7 5	AXBYN	LESEL	1	1.L.C 1.E.V 1.S.C 1.E.V 1.L.c	2.0 1.5 1.75 1.3 0.8	0	618
762	Romanian	hear (V)	39	awzi	a w z i	229	7 6 3 7	XMBZ	AWSI	16	16.A.V 16.W.c 16.S.C 16.I.V	1.5 1.1 1.75 0.8	0	633
763	Russian	hear (V)	39	sluʃatʲ	s l u ʃ a tʲ	231	3 5 7 3 7 1	ACXBYN	SLYSAT	17	17.S.C 17.L.C 17.Y.V 17.S.C 17.A.V 17.T.c	2.0 1.5 1.5 1.75 1.3 0.8	0	618
764	Polish	hear (V)	39	swɨʃɛʨ	s w ɨ ʃ ɛ ʨ	231	3 6 7 3 7 2	ACXBYN	SWISEC	14	14.S.C 14.W.C 14.I.V 14.S.C 14.E.V 14.C.c	2.0 1.5 1.5 1.75 1.3 0.8	0	618
765	Norwegian	hear (V)	39	høːɾə	h øː ɾ ə	230	3 7 5 7	AXBZ	HURE	13	13.H.C 13.U.V 13.R.C 13.E.V	2.0 1.5 1.75 0.8	0	621
766	French	hear (V)	39	ɑ̃tɑ̃dʁ	ɑ̃ t ɑ̃ d ʁ	232	7 1 7 1 5	XBYBC	ATATR	7	7.A.V 7.T.C 7.A.V 7.T.C 7.R.C	1.5 1.75 1.3 1.75 1.5	0	624
767	Czech	hear (V)	39	slɪʃɛt	s l ɪ ʃ ɛ t	231	3 5 7 3 7 1	ACXBYN	SLISET	3	3.S.C 3.L.C 3.I.V 3.S.C 3.E.V 3.T.c	2.0 1.5 1.5 1.75 1.3 0.8	0	618
768	Icelandic	hear (V)	39	heiːra	h eiː r a	230	3 7 5 7	AXBZ	HERA	11	11.H.C 11.E.V 11.R.C 11.A.V	2.0 1.5 1.75 0.8	0	621
769	Italian	hear (V)	39	udire	u d i r e	229	7 1 7 5 7	XBYBZ	YTIRE	12	12.Y.V 12.T.C 12.I.V 12.R.C 12.E.V	1.5 1.75 1.3 1.75 0.8	0	624
770	Hindi	hear (V)	39	sʊnnaː	s ʊ nː aː	231	3 7 4 7	AXBZ	SYNA	10	10.S.C 10.Y.V 10.N.C 10.A.V	2.0 1.5 1.75 0.8	0	627
771	Portuguese	hear (V)	39	ovir	o v i r	229	7 3 7 5	XBYN	UBIR	15	15.U.V 15.B.C 15.I.V 15.R.c	1.5 1.75 1.3 0.8	0	632
772	Dutch	heart	40	hɑrt	h ɑ r t	235	3 7 5 1	AXLN	HART	5	5.H.C 5.A.V 5.R.c 5.T.c	2.0 1.5 1.1 0.8	0	634
773	Swedish	heart	40	jɛrta	j ɛ r t a	235	6 7 5 1 7	AXMBZ	JERTA	19	19.J.C 19.E.V 19.R.c 19.T.C 19.A.V	2.0 1.5 1.1 1.75 0.8	0	637
774	English	heart	40	hɑːrt	h ɑː r t	235	3 7 5 1	AXLN	HART	6	6.H.C 6.A.V 6.R.c 6.T.c	2.0 1.5 1.1 0.8	0	634
775	German	heart	40	hɛrt͡s	h ɛ r t͡s	235	3 7 5 2	AXLN	HERC	8	8.H.C 8.E.V 8.R.c 8.C.c	2.0 1.5 1.1 0.8	0	634
776	Spanish	heart	40	koraθon	k o r a θ o n	235	1 7 5 7 3 7 4	AXBYBYN	KURADUN	18	18.K.C 18.U.V 18.R.C 18.A.V 18.D.C 18.U.V 18.N.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	640
777	Danish	heart	40	jæʁdə	j æ ʁ d ə	235	6 7 5 1 7	AXMBZ	JERTE	4	4.J.C 4.E.V 4.R.c 4.T.C 4.E.V	2.0 1.5 1.1 1.75 0.8	0	637
778	Bulgarian	heart	40	sərʦɛ	s ə r ʦ ɛ	235	3 7 5 2 7	AXMBZ	SERCE	2	2.S.C 2.E.V 2.R.c 2.C.C 2.E.V	2.0 1.5 1.1 1.75 0.8	0	635
779	Greek	heart	40	karðʝa	k a r ð ʝ a	235	1 7 5 3 3 7	AXLMBZ	KARDSA	9	9.K.C 9.A.V 9.R.c 9.D.c 9.S.C 9.A.V	2.0 1.5 1.1 1.1 1.75 0.8	0	642
780	Armenian	heart	40	siɾt	s i ɾ t	235	3 7 5 1	AXLN	SIRT	1	1.S.C 1.I.V 1.R.c 1.T.c	2.0 1.5 1.1 0.8	0	634
781	Romanian	heart	40	inimə	i n i m ə	234	7 4 7 4 7	XBYBZ	INIME	16	16.I.V 16.N.C 16.I.V 16.M.C 16.E.V	1.5 1.75 1.3 1.75 0.8	0	649
782	Russian	heart	40	sʲɛrʦə	sʲ ɛ r ʦ ə	235	3 7 5 2 7	AXMBZ	SERCE	17	17.S.C 17.E.V 17.R.c 17.C.C 17.E.V	2.0 1.5 1.1 1.75 0.8	0	635
783	Polish	heart	40	sɛrʦɛ	s ɛ r ʦ ɛ	235	3 7 5 2 7	AXMBZ	SERCE	14	14.S.C 14.E.V 14.R.c 14.C.C 14.E.V	2.0 1.5 1.1 1.75 0.8	0	635
784	Norwegian	heart	40	jæʈə	j æ ʈ ə	-235	6 7 1 7	AXBZ	JETE	13	13.J.C 13.E.V 13.T.C 13.E.V	2.0 1.5 1.75 0.8	0	637
785	French	heart	40	kœʁ	k œ ʁ	235	1 7 5	AXN	KUR	7	7.K.C 7.U.V 7.R.c	2.0 1.5 0.8	0	640
786	Czech	heart	40	sr̩ʦɛ	s r̩ ʦ ɛ	235	3 5 2 7	AXBZ	SRCE	3	3.S.C 3.R.V 3.C.C 3.E.V	2.0 1.5 1.75 0.8	0	635
787	Icelandic	heart	40	çar̥ta	ç a r̥ t a	235	3 7 5 1 7	AXMBZ	SARTA	11	11.S.C 11.A.V 11.R.c 11.T.C 11.A.V	2.0 1.5 1.1 1.75 0.8	0	634
788	Italian	heart	40	kwɔre	k w ɔ r e	235	1 6 7 5 7	ACXBZ	KWURE	12	12.K.C 12.W.C 12.U.V 12.R.C 12.E.V	2.0 1.5 1.5 1.75 0.8	0	640
789	Hindi	heart	40	dɪl	d ɪ l	-233	1 7 5	AXN	TIL	10	10.T.C 10.I.V 10.L.c	2.0 1.5 0.8	0	643
790	Portuguese	heart	40	kurɐsõ	k u r ɐ s õ	235	1 7 5 7 3 7	AXBYBZ	KYRESU	15	15.K.C 15.Y.V 15.R.C 15.E.V 15.S.C 15.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	640
1985	Dutch	heavy	102	zʋaːr	z ʋ aː r	564	3 6 7 5	ACXN	SWAR	5	5.S.C 5.W.C 5.A.V 5.R.c	2.0 1.5 1.5 0.8	0	653
1986	Swedish	heavy	102	svoːr	s v oː r	564	3 3 7 5	ACYN	SBUR	19	19.S.C 19.B.C 19.U.V 19.R.c	2.0 1.5 1.3 0.8	0	653
1987	English	heavy	102	hɛvɪ	h ɛ v ɪ	562	3 7 3 7	AXBZ	HEBI	6	6.H.C 6.E.V 6.B.C 6.I.V	2.0 1.5 1.75 0.8	0	654
1988	German	heavy	102	ʃveːr	ʃ v eː r	564	3 3 7 5	ACYN	SBER	8	8.S.C 8.B.C 8.E.V 8.R.c	2.0 1.5 1.3 0.8	0	653
1989	Spanish	heavy	102	pesaðo	p e s a ð o	560	1 7 3 7 3 7	AXBYBZ	PESADU	18	18.P.C 18.E.V 18.S.C 18.A.V 18.D.C 18.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	660
1990	Danish	heavy	102	tɔŋˀ	t ɔ ŋˀ	563	1 7 4	AXN	TUN	4	4.T.C 4.U.V 4.N.c	2.0 1.5 0.8	0	652
1991	Bulgarian	heavy	102	tɛʒək	t ɛ ʒ ə k	563	1 7 3 7 1	AXBYN	TESEK	2	2.T.C 2.E.V 2.S.C 2.E.V 2.K.c	2.0 1.5 1.75 1.3 0.8	0	650
1992	Greek	heavy	102	varis	v a r i s	565	3 7 5 7 3	AXBYN	BARIS	9	9.B.C 9.A.V 9.R.C 9.I.V 9.S.c	2.0 1.5 1.75 1.3 0.8	0	657
1993	Romanian	heavy	102	grew	g r e w	565	1 5 7 6	ACXN	KREW	16	16.K.C 16.R.C 16.E.V 16.W.c	2.0 1.5 1.5 0.8	0	664
1994	Russian	heavy	102	tʲɪʒolɨj	tʲ ɪ ʒ o l ɨ j	563	1 7 3 7 5 7 6	AXBYBYN	TISULIJ	17	17.T.C 17.I.V 17.S.C 17.U.V 17.L.C 17.I.V 17.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	0	665
1995	Polish	heavy	102	ʨɛ̃ʃki	ʨ ɛ̃ ʃ k i	563	2 7 3 1 7	AXMBZ	CESKI	14	14.C.C 14.E.V 14.S.c 14.K.C 14.I.V	2.0 1.5 1.1 1.75 0.8	0	650
1996	Norwegian	heavy	102	tuŋ	t u ŋ	563	1 7 4	AXN	TYN	13	13.T.C 13.Y.V 13.N.c	2.0 1.5 0.8	0	652
1997	French	heavy	102	luʁ	l u ʁ	561	5 7 5	AXN	LYR	7	7.L.C 7.Y.V 7.R.c	2.0 1.5 0.8	0	655
1998	Czech	heavy	102	tʲɛʃkiː	tʲ ɛ ʃ k iː	563	1 7 3 1 7	AXMBZ	TESKI	3	3.T.C 3.E.V 3.S.c 3.K.C 3.I.V	2.0 1.5 1.1 1.75 0.8	0	650
1999	Icelandic	heavy	102	θuŋkʏr	θ u ŋ k ʏ r	563	3 7 4 1 7 5	AXMBYN	DYNKYR	11	11.D.C 11.Y.V 11.N.c 11.K.C 11.Y.V 11.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	652
